text,start_pos,end_pos,entity_type,release_date,release_url
associated,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
prosecuting,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
will,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
total,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
have,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
been,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
hit,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
According,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
had,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
awarded,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
strengthen,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
runs,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
aims,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
reduce,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
uses,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
prevent,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
controlled,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
trains,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
lead,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
increase,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
is,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
made,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
contain,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
recognized,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
focuses,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
is,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
making,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
regarding,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
affect,,,VERB,2018-08-15T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-s-advisory-subcommittee-native-american-issues-meets-tulsa-oklahoma-discuss
Detroit,2,9,GPE,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Oxycodone,181,190,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Brian A. Benczkowski,219,239,PERSON,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
the Justice Departments Criminal Division,243,284,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
U.S.,286,290,GPE,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Matthew Schneider,300,317,PERSON,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
the Eastern District of Michigan,321,353,LOC,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Special Agent,355,368,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Timothy Slater,379,393,PERSON,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Detroit Field Office,406,426,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Special Agent,428,441,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
the U.S. Department of Health and Human Services Office of Inspector Generals,471,548,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Chicago Regional Office,559,582,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Timothy J. Plancon,587,605,PERSON,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
the U.S. Drug Enforcement Administration,609,649,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
DEA)s Detroit Field Office,651,677,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Alex Kafi,701,710,PERSON,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
M.D.,712,716,GPE,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
West Bloomfield,725,740,GPE,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Michigan,742,750,GPE,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
U.S.,837,841,GPE,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Victoria A. Roberts,857,876,PERSON,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
the Eastern District of Michigan,880,912,LOC,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Roberts,974,981,PERSON,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Kafi,1012,1016,PERSON,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Oxycodone,1137,1146,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Kafi,1169,1173,PERSON,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Kafi,1282,1286,PERSON,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Kafi,1355,1359,PERSON,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Oxycodone,1397,1406,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Kafi,1408,1412,PERSON,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Oxycodone,1470,1479,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
FBI,1598,1601,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
HHS,1603,1606,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
DEA,1619,1622,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Steven Scott,1639,1651,PERSON,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
the Criminal Divisions Fraud Section,1655,1691,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
the Medicare Fraud Strike Force,1741,1772,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
the Department of Justice,1818,1843,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
HHS,1848,1851,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
The Medicare Fraud Strike Force,1958,1989,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
the Medicare Fraud Strike Force,2064,2095,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Medicare,2171,2179,ORG,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
pleaded,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
distribute,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
controlled,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
distribute,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
made,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
pleaded,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
distribute,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
controlled,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
has,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
been,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
scheduled,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
admitted,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
engaged,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
wrote,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
wrote,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
meeting,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
communicating,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
conspired,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
provided,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
admitted,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
involved,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
agreed,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
forfeit,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
were,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
was,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
investigated,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
is,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
prosecuting,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
leads,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
is,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
focus,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
prevent,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
deter,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
enforce,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
operates,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
has,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
charged,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
have,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
billed,,,VERB,2018-08-01T00:00:00-04:00,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-conspiracy-distribute-controlled-substances
Jeff Sessions,17,30,PERSON,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
Operation Synthetic Opioid Surge,47,79,ORG,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
Operation S.O.S.  ,286,304,ORG,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
Department,308,318,ORG,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
United States Attorneys Office,440,470,ORG,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
USAO,472,476,ORG,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
DEA Special Operations Division,705,736,ORG,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
the United States Attorneys Office,899,933,ORG,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
the Middle District,937,956,LOC,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
Florida,960,967,GPE,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
Manatee County,978,992,GPE,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
Florida,994,1001,GPE,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
the Department of Justice,1010,1035,ORG,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
the United States,1281,1298,GPE,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
Sessions,1394,1402,PERSON,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
Lincoln,1566,1573,ORG,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
Manatee County,1612,1626,GPE,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
Florida,1628,1635,GPE,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
Operation,1817,1826,GPE,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
the Organized Crime Drug Enforcement Task Forces,2016,2064,ORG,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
OCDETF),2066,2073,ORG,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
Executive Office,2074,2090,ORG,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
United States,2139,2152,GPE,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
Manatee County,2275,2289,GPE,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
Tampa,2314,2319,GPE,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
the Middle District,2649,2668,LOC,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
Florida,2672,2679,GPE,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
Manatee County,2782,2796,GPE,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
the Manatee County Sheriffs Office,3052,3086,ORG,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
announced,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
seeks,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
reduce,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
identify,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
will,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
launch,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
participating,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
will,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
choose,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
prosecute,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
involving,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
will,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
involve,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
insure,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
leads,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
are,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
used,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
identify,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
was,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
inspired,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
involving,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
are,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
going,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
dismantle,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
put,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
will,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
be,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
reduce,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
are,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
going,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
focus,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
